"","ch4_diffusion_sim","co2_diffusion_sim","site","date","ord1","ord2","flux_round_diffusion_CH4","flux_round_diffusion_CO2","ch4_diffusion_difference","co2_diffusion_difference","ch4_ebullition_sim","flux_round_ebullition_CH4","ch4_ebullition_difference","ordeb1","ordeb2","sim_co2_eq","calc_co2_eq","co2_eq_diff"
"38",0.0064015795806932,1.39577602771752,"Deans",2022-08-30,1,2,0.0064,1.1893,1.57958069319647e-06,0.206476027717519,0.0305847802800791,0.038,-0.00741521971992092,"0~1","1~2",2.39440774395837,2.3881,0.00630774395837053
"39",0.00794551758154154,1.19084984488719,"Deans",2022-08-30,1,3,0.0064,1.1893,0.00154551758154154,0.0015498448871909,0.063546238485259,0.038,0.025546238485259,"0~1","2~3",3.12112725869081,2.3881,0.733027258690805
"40",0.00593481499622647,1.18416439840088,"Deans",2022-08-30,1,4,0.0064,1.1893,-0.000465185003773535,-0.00513560159912241,0.0343315673530842,0.038,-0.00366843264691583,"0~1","3~4",2.27135672183226,2.3881,-0.116743278167736
"41",0.00662746758156825,1.25728849002382,"Deans",2022-08-30,1,5,0.0064,1.1893,0.000227467581568249,0.0679884900238192,0.030457260474147,0.038,-0.00754273952585304,"0~1","4~5",2.25857614752813,2.3881,-0.12952385247187
"42",0.0069845830092,1.5306246552444,"Deans",2022-08-30,1,6,0.0064,1.1893,0.000584583009199998,0.341324655244395,0.0260232792486733,0.038,-0.0119767207513267,"0~1","5~6",2.42183693620697,2.3881,0.0337369362069748
"43",0.00791968351919711,1.82810505195512,"Deans",2022-08-30,1,7,0.0064,1.1893,0.00151968351919711,0.638805051955123,0.023261751637795,0.038,-0.014738248362205,"0~1","6~7",2.67000380119391,2.3881,0.28190380119391
"44",0.00793290285891041,1.89444660065217,"Deans",2022-08-30,1,8,0.0064,1.1893,0.00153290285891041,0.70514660065217,0.025570879665196,0.038,-0.012429120334804,"0~1","7~8",2.79904872880304,2.3881,0.410948728803044
"45",0.00615881781334533,1.32613762542008,"Deans",2022-08-30,2,2,0.0064,1.1893,-0.000241182186654673,0.136837625420076,0.0307798070708471,0.038,-0.0072201929291529,"1~2","1~2",2.32348049729327,2.3881,-0.0646195027067291
"46",0.00764470897327162,1.00396162399975,"Deans",2022-08-30,2,3,0.0064,1.1893,0.00124470897327162,-0.185338376000248,0.033125043332389,0.038,-0.00487495666761097,"1~2","2~3",2.10474493625259,2.3881,-0.283355063747411
"47",0.00483597049032251,0.853086704960167,"Deans",2022-08-30,2,4,0.0064,1.1893,-0.0015640295096775,-0.336213295039833,0.0343918041789923,0.038,-0.00360819582100774,"1~2","3~4",1.91223662103167,2.3881,-0.475863378968335
"48",0.00545742187168477,0.873635240063577,"Deans",2022-08-30,2,5,0.0064,1.1893,-0.000942578128315235,-0.315664759936423,0.0178370401088403,0.038,-0.0201629598911597,"1~2","4~5",1.50258571353775,2.3881,-0.885514286462247
"49",0.00545995408367965,1.08229084944144,"Deans",2022-08-30,2,6,0.0064,1.1893,-0.000940045916320352,-0.107009150558558,0.0297675520545095,0.038,-0.00823244794549046,"1~2","5~6",2.03343351517255,2.3881,-0.35466648482745
"50",0.00643456207951778,1.40051290091865,"Deans",2022-08-30,2,7,0.0064,1.1893,3.45620795177762e-05,0.211212900918651,0.0328328025709915,0.038,-0.00516719742900847,"1~2","6~7",2.4607317464824,2.3881,0.0726317464824016
"51",0.00608196401601566,1.42100326740856,"Deans",2022-08-30,2,8,0.0064,1.1893,-0.00031803598398434,0.231703267408555,0.0218152648002205,0.038,-0.0161847351997795,"1~2","7~8",2.17422844544693,2.3881,-0.213871554553069
"52",0.00785678524838853,0.95797852095964,"Deans",2022-08-30,3,3,0.0064,1.1893,0.00145678524838853,-0.23132147904036,0.0639054358000544,0.038,0.0259054358000544,"2~3","2~3",2.8955584892676,2.3881,0.507458489267598
"53",0.00490559021588362,0.701207781906223,"Deans",2022-08-30,3,4,0.0064,1.1893,-0.00149440978411638,-0.488092218093777,0.0360509011439307,0.038,-0.00194909885606933,"2~3","3~4",1.80703304862121,2.3881,-0.581066951378792
"54",0.00575568939533036,0.68630579838229,"Deans",2022-08-30,3,5,0.0064,1.1893,-0.000644310604669638,-0.50299420161771,0.0459687710006913,0.038,0.00796877100069125,"2~3","4~5",2.08286622907487,2.3881,-0.305233770925126
"55",0.00596906693037144,0.865617049329018,"Deans",2022-08-30,3,6,0.0064,1.1893,-0.00043093306962856,-0.323682950670982,0.0350970467716793,0.038,-0.00290295322832073,"2~3","5~6",1.97440211928439,2.3881,-0.413697880715613
