"change_diff_eb","site","date","np"
0.0191128263319739,"Deans","2022-08-16",3
0.0468189575613271,"Deans","2022-08-16",3
0.0104355201285528,"Deans","2022-08-16",3
0.0308550278277714,"Deans","2022-08-16",3
0.00869695903138946,"Deans","2022-08-16",3
0.0314895860341576,"Deans","2022-08-16",3
0.0277351249453881,"Deans","2022-08-16",3
0.0127707015906358,"Deans","2022-08-16",3
0.0158117726347421,"Deans","2022-08-16",3
0.0147275142067607,"Deans","2022-08-16",3
0.0226135315554061,"Deans","2022-08-16",3
0.0178636429022011,"Deans","2022-08-16",3
0.0208974078381198,"Deans","2022-08-16",3
0.0127699293158397,"Deans","2022-08-16",3
0.0111056036101047,"Deans","2022-08-16",3
0.0216694506691081,"Deans","2022-08-16",3
0.0273305740927162,"Deans","2022-08-16",3
0.0155184086934453,"Deans","2022-08-16",3
0.0170960435786956,"Deans","2022-08-16",3
0.0301517572339312,"Deans","2022-08-16",3
0.0270681401093996,"Deans","2022-08-16",3
0.0556626331914982,"Deans","2022-08-16",3
0.00553220832038081,"Deans","2022-08-16",3
0.0315296695729022,"Deans","2022-08-16",3
0.00602427683086538,"Deans","2022-08-16",3
0.0181384401726787,"Deans","2022-08-16",3
0.0109724674941913,"Deans","2022-08-16",3
0.0250759256632653,"Deans","2022-08-16",3
0.0185776770336097,"Deans","2022-08-16",3
0.0122732207846931,"Deans","2022-08-16",3
0.0300799906953065,"Deans","2022-08-16",3
0.0272194834488443,"Deans","2022-08-16",3
0.0144171278782296,"Deans","2022-08-16",3
0.0228495326006267,"Deans","2022-08-16",3
0.00965219028846127,"Deans","2022-08-16",3
0.0163771860700935,"Deans","2022-08-16",3
0.0207446939012546,"Deans","2022-08-16",3
0.0228374918984073,"Deans","2022-08-16",3
0.0387361001406494,"Deans","2022-08-16",3
0.00339766567714816,"Deans","2022-08-16",3
0.0226911760924676,"Deans","2022-08-16",3
0.00522907061665199,"Deans","2022-08-16",3
0.0214257800670665,"Deans","2022-08-16",3
0.00289434889482921,"Deans","2022-08-16",3
0.0169092379937482,"Deans","2022-08-16",3
0.0146801590158914,"Deans","2022-08-16",3
0.0237916949703358,"Deans","2022-08-16",3
0.0169128659846174,"Deans","2022-08-16",3
0.0237640459068469,"Deans","2022-08-16",3
0.0374509485338075,"Deans","2022-08-16",3
0.0171965989196469,"Deans","2022-08-16",3
0.0121665736992987,"Deans","2022-08-16",3
0.0119863799742698,"Deans","2022-08-16",3
0.0157653080844922,"Deans","2022-08-16",3
0.0368183273596322,"Deans","2022-08-16",3
0.00682400500273108,"Deans","2022-08-16",3
0.0207235663442934,"Deans","2022-08-16",3
0.0513838357356881,"Deans","2022-08-16",3
0.00501965682901442,"Deans","2022-08-16",3
0.0289031624949143,"Deans","2022-08-16",3
0.0331175330064357,"Deans","2022-08-16",3
0.0486819822245366,"Deans","2022-08-16",3
0.0138010508647132,"Deans","2022-08-16",3
0.0298880014989628,"Deans","2022-08-16",3
0.048680089906928,"Deans","2022-08-16",3
0.00650391052590641,"Deans","2022-08-16",3
0.0145745993934743,"Deans","2022-08-16",3
0.0190961956093467,"Deans","2022-08-16",3
0.0228793160650003,"Deans","2022-08-16",3
0.0256011664933675,"Deans","2022-08-16",3
0.0227216219731707,"Deans","2022-08-16",3
0.00465093571049303,"Deans","2022-08-16",3
0.00787893807580347,"Deans","2022-08-16",3
0.0101066764964497,"Deans","2022-08-16",3
0.011953587604851,"Deans","2022-08-16",3
0.0325521520819681,"Deans","2022-08-16",3
0.0103304038891981,"Deans","2022-08-16",3
0.0084861523632884,"Deans","2022-08-16",3
0.0165698298749935,"Deans","2022-08-16",3
0.0168693470614296,"Deans","2022-08-16",3
0.00920015606765272,"Deans","2022-08-16",3
0.0167625142269523,"Deans","2022-08-16",3
0.0212053379559182,"Deans","2022-08-16",3
0.0146093023027181,"Deans","2022-08-16",3
0.00228738083901367,"Deans","2022-08-16",3
0.0306111819824334,"Deans","2022-08-16",3
0.0108986747343801,"Deans","2022-08-16",3
0.0315116884605271,"Deans","2022-08-16",3
0.0111487826904084,"Deans","2022-08-16",3
0.0217743950448063,"Deans","2022-08-16",3
0.0251640096836344,"Deans","2022-08-16",3
0.0240041052232335,"Deans","2022-08-16",3
0.0380949615365475,"Deans","2022-08-16",3
0.0424474165414277,"Deans","2022-08-16",3
0.0335489702198297,"Deans","2022-08-16",3
0.0171545886219247,"Deans","2022-08-16",3
0.0112596785890489,"Deans","2022-08-16",3
0.0143750455158768,"Deans","2022-08-16",3
0.0114548837492143,"Deans","2022-08-16",3
0.0310700168849327,"Deans","2022-08-16",4
0.00877992585953793,"Deans","2022-08-16",4
0.0121234641095943,"Deans","2022-08-16",4
0.0429649451791613,"Deans","2022-08-16",4
0.00664578727799464,"Deans","2022-08-16",4
0.0197635163188424,"Deans","2022-08-16",4
0.0221790615493114,"Deans","2022-08-16",4
0.0111169515198088,"Deans","2022-08-16",4
0.0262871303751959,"Deans","2022-08-16",4
0.0366807640719133,"Deans","2022-08-16",4
0.0269699769200362,"Deans","2022-08-16",4
0.0213318593646726,"Deans","2022-08-16",4
0.0518851402940432,"Deans","2022-08-16",4
0.0270988147603192,"Deans","2022-08-16",4
0.0136183133930361,"Deans","2022-08-16",4
0.00652765466458346,"Deans","2022-08-16",4
0.00567326480783477,"Deans","2022-08-16",4
0.0185269666159745,"Deans","2022-08-16",4
0.0204202356382963,"Deans","2022-08-16",4
0.0159749063492433,"Deans","2022-08-16",4
0.0404955901861778,"Deans","2022-08-16",4
0.0156164893301664,"Deans","2022-08-16",4
0.0394640757457594,"Deans","2022-08-16",4
0.0213918159331709,"Deans","2022-08-16",4
0.0177674916853959,"Deans","2022-08-16",4
0.0266191697118454,"Deans","2022-08-16",4
0.0176743024221637,"Deans","2022-08-16",4
0.0292289207494894,"Deans","2022-08-16",4
0.0173142758835065,"Deans","2022-08-16",4
0.0217688474473425,"Deans","2022-08-16",4
0.0348995826970985,"Deans","2022-08-16",4
0.0142601441354367,"Deans","2022-08-16",4
0.0249115108379602,"Deans","2022-08-16",4
0.0151301141513726,"Deans","2022-08-16",4
0.0210652034147954,"Deans","2022-08-16",4
0.0128925529337184,"Deans","2022-08-16",4
0.0324444981928206,"Deans","2022-08-16",4
0.0167836011854795,"Deans","2022-08-16",4
0.0175439176880085,"Deans","2022-08-16",4
0.018709430155813,"Deans","2022-08-16",4
0.0166575146430084,"Deans","2022-08-16",4
0.0397827405490587,"Deans","2022-08-16",4
0.0247419532211644,"Deans","2022-08-16",4
0.0184627444586689,"Deans","2022-08-16",4
0.0219387989599053,"Deans","2022-08-16",4
0.0226733567384933,"Deans","2022-08-16",4
0.0436133088989795,"Deans","2022-08-16",4
0.0102235597907741,"Deans","2022-08-16",4
0.044182516349613,"Deans","2022-08-16",4
0.0200864353682693,"Deans","2022-08-16",4
0.0149571603146673,"Deans","2022-08-16",4
0.0158763103369798,"Deans","2022-08-16",4
0.0253998221906677,"Deans","2022-08-16",4
0.033002487859656,"Deans","2022-08-16",4
0.0230298283679706,"Deans","2022-08-16",4
0.0220997858154388,"Deans","2022-08-16",4
0.0227552101225025,"Deans","2022-08-16",4
0.0169356581067752,"Deans","2022-08-16",4
0.0171392208211853,"Deans","2022-08-16",4
0.0126478853678587,"Deans","2022-08-16",4
0.0299135028659194,"Deans","2022-08-16",4
0.00417916159966504,"Deans","2022-08-16",4
0.0145679477751746,"Deans","2022-08-16",4
0.0194957498809291,"Deans","2022-08-16",4
0.0224120990088357,"Deans","2022-08-16",4
0.0408708693698345,"Deans","2022-08-16",4
0.0104156898119735,"Deans","2022-08-16",4
0.0135950699132062,"Deans","2022-08-16",4
0.0293222656093126,"Deans","2022-08-16",4
0.0305587661922837,"Deans","2022-08-16",4
0.0117025691316217,"Deans","2022-08-16",4
0.0463330012760371,"Deans","2022-08-16",4
0.0288136218939965,"Deans","2022-08-16",4
0.0129647902997862,"Deans","2022-08-16",4
0.0173991213251656,"Deans","2022-08-16",4
0.014106104866303,"Deans","2022-08-16",4
0.0118828435202132,"Deans","2022-08-16",4
0.0114335644826055,"Deans","2022-08-16",4
0.0229810693931741,"Deans","2022-08-16",4
0.0135526511600864,"Deans","2022-08-16",4
0.0139607843473992,"Deans","2022-08-16",4
0.0404584260254349,"Deans","2022-08-16",4
0.0144696314961844,"Deans","2022-08-16",4
0.0232626801197755,"Deans","2022-08-16",4
0.0184592500498569,"Deans","2022-08-16",4
0.0208105801392102,"Deans","2022-08-16",4
0.00862467776301733,"Deans","2022-08-16",4
0.0200222622280851,"Deans","2022-08-16",4
0.0135194368897247,"Deans","2022-08-16",4
0.0111516173236802,"Deans","2022-08-16",4
0.033637702238136,"Deans","2022-08-16",4
0.0218018719040037,"Deans","2022-08-16",4
0.0100828962304252,"Deans","2022-08-16",4
0.0124084902820667,"Deans","2022-08-16",4
0.0191174453827584,"Deans","2022-08-16",4
0.0165039821007853,"Deans","2022-08-16",4
0.0117692420756528,"Deans","2022-08-16",4
0.0117248037707147,"Deans","2022-08-16",4
0.0164122420513289,"Deans","2022-08-16",4
0.00688626477596328,"Deans","2022-08-16",4
0.0398373804565951,"Deans","2022-08-16",5
0.0169090299175413,"Deans","2022-08-16",5
0.0167264849019963,"Deans","2022-08-16",5
0.0153899025506775,"Deans","2022-08-16",5
0.0103699173302388,"Deans","2022-08-16",5
0.0244305514451844,"Deans","2022-08-16",5
0.0281071026418082,"Deans","2022-08-16",5
0.0117576206919158,"Deans","2022-08-16",5
0.0351248546300775,"Deans","2022-08-16",5
0.0197707628364321,"Deans","2022-08-16",5
0.0135765772071498,"Deans","2022-08-16",5
0.0412524959229678,"Deans","2022-08-16",5
0.0150695199778246,"Deans","2022-08-16",5
0.0259688159424781,"Deans","2022-08-16",5
0.0311893207977553,"Deans","2022-08-16",5
0.0217557341912221,"Deans","2022-08-16",5
0.0190462775619994,"Deans","2022-08-16",5
0.0174005444979725,"Deans","2022-08-16",5
0.0140165741311407,"Deans","2022-08-16",5
0.0121617489374544,"Deans","2022-08-16",5
0.0159417635084627,"Deans","2022-08-16",5
0.027326187462058,"Deans","2022-08-16",5
0.0269645754428068,"Deans","2022-08-16",5
0.0124601188812524,"Deans","2022-08-16",5
0.0166980337508738,"Deans","2022-08-16",5
0.0259212954067443,"Deans","2022-08-16",5
0.0300428750795252,"Deans","2022-08-16",5
0.0227121158062954,"Deans","2022-08-16",5
0.0169085261223034,"Deans","2022-08-16",5
0.0176394059792433,"Deans","2022-08-16",5
0.0197316260877869,"Deans","2022-08-16",5
0.0188404380325735,"Deans","2022-08-16",5
0.0159847247825379,"Deans","2022-08-16",5
0.0197154951759389,"Deans","2022-08-16",5
0.0283207816345966,"Deans","2022-08-16",5
0.00999509633626875,"Deans","2022-08-16",5
0.018621789704979,"Deans","2022-08-16",5
0.014201328762433,"Deans","2022-08-16",5
0.0223522617140525,"Deans","2022-08-16",5
0.0226924708995201,"Deans","2022-08-16",5
0.0203193051233616,"Deans","2022-08-16",5
0.0330851774501319,"Deans","2022-08-16",5
0.0293591237831986,"Deans","2022-08-16",5
0.0248898079144516,"Deans","2022-08-16",5
0.0212122319011045,"Deans","2022-08-16",5
0.0224311249453711,"Deans","2022-08-16",5
0.0270266319879998,"Deans","2022-08-16",5
0.0227647648851227,"Deans","2022-08-16",5
0.0205438492494371,"Deans","2022-08-16",5
0.0189171832332112,"Deans","2022-08-16",5
0.0207211888704919,"Deans","2022-08-16",5
0.0203660292986842,"Deans","2022-08-16",5
0.0134754774476122,"Deans","2022-08-16",5
0.0221827112293331,"Deans","2022-08-16",5
0.0171040740592796,"Deans","2022-08-16",5
0.0155381076248744,"Deans","2022-08-16",5
0.00881997660768764,"Deans","2022-08-16",5
0.0250934686098048,"Deans","2022-08-16",5
0.0150953630232622,"Deans","2022-08-16",5
0.0154469347867065,"Deans","2022-08-16",5
0.0392075710946695,"Deans","2022-08-16",5
0.039310839546462,"Deans","2022-08-16",5
0.0379804963411339,"Deans","2022-08-16",5
0.0142902688096825,"Deans","2022-08-16",5
0.0208236463808472,"Deans","2022-08-16",5
0.0408661355580299,"Deans","2022-08-16",5
0.0201595725862355,"Deans","2022-08-16",5
0.0291349156569842,"Deans","2022-08-16",5
0.010187195155681,"Deans","2022-08-16",5
0.0300972045853914,"Deans","2022-08-16",5
0.0170777894474616,"Deans","2022-08-16",5
0.0153450367391143,"Deans","2022-08-16",5
0.0211527638367064,"Deans","2022-08-16",5
0.0137962439364487,"Deans","2022-08-16",5
0.021984230090571,"Deans","2022-08-16",5
0.0250788635661372,"Deans","2022-08-16",5
0.0256290965745242,"Deans","2022-08-16",5
0.0296225727332754,"Deans","2022-08-16",5
0.0164387658838657,"Deans","2022-08-16",5
0.0159230137056223,"Deans","2022-08-16",5
0.0317509342072217,"Deans","2022-08-16",5
0.0383441052258885,"Deans","2022-08-16",5
0.0197441928438697,"Deans","2022-08-16",5
0.0132055976585671,"Deans","2022-08-16",5
0.0128052382868677,"Deans","2022-08-16",5
0.0219536868402122,"Deans","2022-08-16",5
0.0241091835478823,"Deans","2022-08-16",5
0.0110112693583645,"Deans","2022-08-16",5
0.0280175298831005,"Deans","2022-08-16",5
0.0393544995969852,"Deans","2022-08-16",5
0.0139304009913297,"Deans","2022-08-16",5
0.0501892935063364,"Deans","2022-08-16",5
0.0151500960714155,"Deans","2022-08-16",5
0.0214366329064656,"Deans","2022-08-16",5
0.0163052082755781,"Deans","2022-08-16",5
0.0161909671573939,"Deans","2022-08-16",5
0.0271320164680514,"Deans","2022-08-16",5
0.0170602240752552,"Deans","2022-08-16",5
0.0120397175754096,"Deans","2022-08-16",5
0.0079388278955703,"Deans","2022-08-16",5
0.0203682630332638,"Deans","2022-08-16",6
0.0161617335278455,"Deans","2022-08-16",6
0.0169750034339666,"Deans","2022-08-16",6
0.0248301836041831,"Deans","2022-08-16",6
0.0137926902473844,"Deans","2022-08-16",6
0.024939020453848,"Deans","2022-08-16",6
0.0272570764670749,"Deans","2022-08-16",6
0.0365966161907746,"Deans","2022-08-16",6
0.0142062848283394,"Deans","2022-08-16",6
0.0218529617974803,"Deans","2022-08-16",6
0.0177143937356345,"Deans","2022-08-16",6
0.0227093101561233,"Deans","2022-08-16",6
0.0124849009818928,"Deans","2022-08-16",6
0.0268088172359497,"Deans","2022-08-16",6
0.0154088031472065,"Deans","2022-08-16",6
0.0130413682856765,"Deans","2022-08-16",6
0.0122567284502438,"Deans","2022-08-16",6
0.018795669461244,"Deans","2022-08-16",6
0.0335445498269908,"Deans","2022-08-16",6
0.0212856289690936,"Deans","2022-08-16",6
0.0132845005702683,"Deans","2022-08-16",6
0.0183973518694345,"Deans","2022-08-16",6
0.0180888182159427,"Deans","2022-08-16",6
0.0199547871354048,"Deans","2022-08-16",6
0.0340923626679379,"Deans","2022-08-16",6
0.0224062753087548,"Deans","2022-08-16",6
0.0238690227645357,"Deans","2022-08-16",6
0.0115768510622016,"Deans","2022-08-16",6
0.0253176342801197,"Deans","2022-08-16",6
0.0181760654385554,"Deans","2022-08-16",6
0.0251758312329265,"Deans","2022-08-16",6
0.0159567714867702,"Deans","2022-08-16",6
0.0191317332436315,"Deans","2022-08-16",6
0.0172925128796174,"Deans","2022-08-16",6
0.0244717033124198,"Deans","2022-08-16",6
0.0188943245278384,"Deans","2022-08-16",6
0.0349310976365358,"Deans","2022-08-16",6
0.0226230028441558,"Deans","2022-08-16",6
0.0352460759956259,"Deans","2022-08-16",6
0.0154239210850309,"Deans","2022-08-16",6
0.0340991417516294,"Deans","2022-08-16",6
0.0169081166305928,"Deans","2022-08-16",6
0.0321821989835144,"Deans","2022-08-16",6
0.0212678130780299,"Deans","2022-08-16",6
0.0239015699321597,"Deans","2022-08-16",6
0.0129011064411389,"Deans","2022-08-16",6
0.0252045376223833,"Deans","2022-08-16",6
0.0120497711560633,"Deans","2022-08-16",6
0.0151588030372782,"Deans","2022-08-16",6
0.0271114399536581,"Deans","2022-08-16",6
0.0280449301727219,"Deans","2022-08-16",6
0.0202673671617483,"Deans","2022-08-16",6
0.0201385492215323,"Deans","2022-08-16",6
0.0213034749307162,"Deans","2022-08-16",6
0.0309412926129025,"Deans","2022-08-16",6
0.0125041598889974,"Deans","2022-08-16",6
0.0191030357762752,"Deans","2022-08-16",6
0.0234302859062633,"Deans","2022-08-16",6
0.0409087128996694,"Deans","2022-08-16",6
0.018614612053457,"Deans","2022-08-16",6
0.0187178696046934,"Deans","2022-08-16",6
0.0201908725894428,"Deans","2022-08-16",6
0.0159364152227304,"Deans","2022-08-16",6
0.0396095551053756,"Deans","2022-08-16",6
0.0149832493232128,"Deans","2022-08-16",6
0.0198224507276053,"Deans","2022-08-16",6
0.0148016878389805,"Deans","2022-08-16",6
0.0133474657264769,"Deans","2022-08-16",6
0.0135764857345645,"Deans","2022-08-16",6
0.0434039231852017,"Deans","2022-08-16",6
0.0231570136534891,"Deans","2022-08-16",6
0.0202208507159495,"Deans","2022-08-16",6
0.0205445323200694,"Deans","2022-08-16",6
0.0143834360796097,"Deans","2022-08-16",6
0.0217460006066679,"Deans","2022-08-16",6
0.0150637063843463,"Deans","2022-08-16",6
0.0105247233979981,"Deans","2022-08-16",6
0.0382079074588595,"Deans","2022-08-16",6
0.0176857707764341,"Deans","2022-08-16",6
0.0236284448895017,"Deans","2022-08-16",6
0.0216485789483873,"Deans","2022-08-16",6
0.0146755037497318,"Deans","2022-08-16",6
0.0120413019193811,"Deans","2022-08-16",6
0.0183283169299208,"Deans","2022-08-16",6
0.0360707999289303,"Deans","2022-08-16",6
0.0172114750325693,"Deans","2022-08-16",6
0.0244283003344767,"Deans","2022-08-16",6
0.0121533652573645,"Deans","2022-08-16",6
0.0367873940342966,"Deans","2022-08-16",6
0.0143813446982202,"Deans","2022-08-16",6
0.0283341236815744,"Deans","2022-08-16",6
0.0227313448941083,"Deans","2022-08-16",6
0.0186185408608341,"Deans","2022-08-16",6
0.0213715354896721,"Deans","2022-08-16",6
0.0190067323680206,"Deans","2022-08-16",6
0.0168559686664049,"Deans","2022-08-16",6
0.019325557766757,"Deans","2022-08-16",6
0.0195761129118174,"Deans","2022-08-16",6
0.00859338271131238,"Deans","2022-08-16",6
0.0303850523471191,"Deans","2022-08-16",6
0.0165427644493321,"Deans","2022-08-16",7
0.0137323383318152,"Deans","2022-08-16",7
0.00972033521559012,"Deans","2022-08-16",7
0.0261107765861218,"Deans","2022-08-16",7
0.0192390395146863,"Deans","2022-08-16",7
0.0154425984655031,"Deans","2022-08-16",7
0.0202138269054836,"Deans","2022-08-16",7
0.0124478987821298,"Deans","2022-08-16",7
0.0199951745004007,"Deans","2022-08-16",7
0.0139644616196097,"Deans","2022-08-16",7
